accuracy,macro_p,macro_r,macro_f1,weighted_f1,f1_c0,f1_c1,f1_c2,recall_c2,model,run
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),11
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),12
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),13
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),14
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),15
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),16
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),17
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),18
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),19
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),20
0.9425287356321839,0.9607170099160945,0.841025641025641,0.8837856899654652,0.9398631524745433,0.9662921348314607,0.935064935064935,0.75,0.6,GCN (reverse-edge),21
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),22
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),23
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),24
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),25
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),26
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),27
